,house_name,lat_lon,school
4508,Shun Fai Building&順輝大廈,"22.3390217,114.1568909",0.1725
4509,Shun Loong Mansion&順隆大廈,"22.2859554,114.15047450000002",0.1205
4510,Wing’s Villa&頌榮居,"22.4896221,114.14859009999998",0.5754
4511,Glorious Peak&顯峰,"22.4951134,114.1277237",0.2139
4512,June Garden&頌賢花園,"22.324070000000006,114.1639328",0.0618
4513,Chateau De Peak&顯峰居,"22.2657318,114.15103909999998",0.2581
4514,Chung Yin Court&頌賢閣,"22.2854939,114.1456528",0.0576
4515,Hin Keng Estate&顯徑邨,"22.3639755,114.17254640000002",0.3208
4516,Chung Nga Court&頌雅苑,"22.459062600000006,114.1703644",0.1833
4517,DBay - Greenvale Village&頤峰,"22.3052635,114.0095444",0.4836
4518,Kes West Mansion&頤樂居,"22.324482,114.1646271",0.0239
4519,Heung Shing Building&香城大廈,"22.3724003,114.1109772",0.1329
4520,Heung Hoi Mansion&香海大廈,"22.2787971,114.1728973",0.1068
4521,Island Garden&香島,"22.2744598,114.2314987",0.0593
4522,Aberdeen Centre&香港仔中心,"22.2482758,114.1544495",0.188
4523,Island Mansion&香島大廈,"22.2817364,114.1852951",0.2597
4524,Champagne Court&香檳大廈,"22.3001747,114.1731949",0.1501
4525,Hong Kong Building&香江大廈,"22.2783451,114.1729889",0.0557
4526,Estella Court&香海大廈,"22.2749214,114.1604004",0.216
4527,Hin Ming Court&顯明苑,"22.3155212,114.2688522",0.0347
4528,Lederle Garden&首利大廈,"22.3107967,114.1847839",0.1359
4529,Hin Fai Building&顯暉大廈,"22.3345108,114.1611633",0.165
4530,Haven Mansion&顯發大廈,"22.3057346,114.170372",0.1282
4531,Heung Wo Building&香和大廈,"22.3715019,114.1118393",0.1499
4532,Fly Dragon Terrace&飛龍臺,"22.2836056,114.1935654",0.0585
4533,Yu Hing Mansion&餘慶大廈,"22.3050594,114.1702957",0.1928
4534,H.I.C.B. Building&香港工商銀行大廈,"22.3252144,114.1852646",0.1302
4535,Marble Court&馬寶閣,"22.2920113,114.2004471",0.0385
4536,Hong Kong Garden&香港花園,"22.2824669,114.1479034",0.0759
4537,Hong Kong Gold Coast&香港黃金海岸,"22.371727,113.9894943",0.3408
4538,Ma On Shan Centre&馬鞍山中心,"22.425729800000006,114.2329178",0.042
4539,Heung Yuen Gardens&香苑大廈,"22.275013,114.2311783",0.0552
4540,Marconi Court&馬可尼大廈,"22.3414459,114.18185420000002",0.2392
4541,Marble Place&馬寶居,"22.2916126,114.1995163",0.063
4542,Marbella Gardens&馬寶花園,"22.4335976,114.0120239",0.869
4543,Matauwei Apartments&馬頭圍大廈,"22.3121719,114.1878357",0.1865
4544,Jade Villa&駿寶居,"22.3648262,114.1695023",0.5191
4545,Valiant Park&駿豪閣,"22.2808361,114.14871979999998",0.0956
4546,Le Village&駿愉居,"22.268465,114.1861801",0.0738
4547,The Morrison&駿逸峰,"22.2777653,114.1794434",0.0282
4548,Royal Ascot&駿景園,"22.3998146,114.2021561",0.3642
4549,Prosperous Garden&駿發花園,"22.3106194,114.1679382",0.0787
4550,Trump Court&駿皇閣,"22.3317776,114.1735229",0.1386
4551,Koway Court&高威閣,"22.266323100000005,114.2342834",0.1614
4552,Dominion Court&高明大廈,"22.32514,114.1787033",0.261
4553,Ko Wang Court&高宏閣,"22.2852554,114.1426544",0.1543
4554,Gold Ming Building&高明大廈,"22.3290844,114.162262",0.1999
4555,Ko Fu Building&高富樓,"22.3819275,114.2731094",0.2208
4556,Gold King Mansion&高景大廈,"22.274072600000004,114.1931915",0.0837
4557,Gold Ning Mansion&高寧大廈,"22.2738628,114.19314579999998",0.1067
4558,Coble Court&高寶閣,"22.243452100000006,114.1545029",0.1386
4559,Ko Shan Tsuen&高山村,"22.2043056,114.029808",0.1701
4560,Ko Wai Building&高惠樓,"22.3688927,114.1189957",0.0566
4561,Race Tower&駿馬閣,"22.2733631,114.1840744",0.0423
4562,Ko Shing Building&高勝樓,"22.3819752,114.2729645",0.2143
4563,Kai Cheong House&騏昌大廈,"22.3272686,114.1679688",0.1239
4564,Ko Kie Building&高基大廈,"22.3058243,114.1722183",0.0369
4565,Kay Pont Building&騏邦大廈,"22.3066864,114.1678543",0.1196
4566,Causeway Tower&高威樓,"22.2795467,114.1884766",0.0359
4567,Tavistock&騰皇居,"22.2729683,114.1532745",0.3879
4568,Ko Chun Court&高俊苑,"22.2990627,114.24214170000002",0.291
4569,Ko Koon Building&高冠樓,"22.4484653,114.1657562",0.1331
4570,Ko Mong Building&高望大樓,"22.28125,114.2223053",0.0293
4571,Ko Fong Building&高芳樓,"22.3593655,114.1267242",0.1207
4572,Connaught Garden&高樂花園,"22.2883339,114.1419144",0.1974
4573,Ko Wah Building&高華大廈,"22.2788754,114.1772385",0.1189
4574,Goldfield Mansion&高發大廈,"22.2917233,114.198204",0.1504
4575,Paramount Mansion&高發大廈,"22.3114891,114.1855011",0.1047
4576,Gomme House&高美樓,"22.3465004,114.2027893",0.1811
4577,Ko Mei Building&高美樓,"22.4485741,114.1645813",0.0867
4578,Manhattan Heights&高逸華軒,"22.2836113,114.1273041",0.1158
4579,The City Culture&高雅軒,"22.3132,114.186409",0.2314
4580,Ko Nga Court&高雅閣,"22.2854004,114.1434021",0.1112
4581,Ko Shing Building&高陞大廈,"22.2870121,114.1458969",0.1154
4582,Ko Chun Court&高雋閣,"22.2852173,114.1434479",0.0913
4583,Urbana 38&高陞軒,"22.2869453,114.1463242",0.1182
4584,Goa Building&高雅大廈,"22.2856693,114.1348038",0.0846
4585,Cassia Court&高雅苑,"22.331356,114.1734314",0.1252
4586,Grosvenor House&高雲大廈,"22.2751999,114.1618195",0.1483
4587,Canaryside&鯉灣天下,"22.2925739,114.2375412",0.1533
4588,Goldwin Heights&高雲臺,"22.2815723,114.1499939",0.065
4589,Louisa Tower&鳳儀大廈,"22.3191376,114.22154240000002",0.1341
4590,Super Tower&高雲閣,"22.3300018,114.1730347",0.1263
4591,Fung Yee House&鳳儀樓,"22.345417,114.1981354",0.0838
4592,Go Go Court&高高大樓,"22.3081856,114.1830292",0.2668
4593,Lei On Court&鯉安苑,"22.3084335,114.2326126",0.2369
4594,Lei King Mansion&鯉景大廈,"22.2793407,114.2263947",0.2318
4595,Lei King Wan&鯉景灣,"22.284208300000003,114.22351840000002",0.0445
4596,Fung Wong Building&鳳凰大廈,"22.3443279,114.1973038",0.0923
4597,Fung Tak Estate&鳳德村,"22.3432064,114.1999741",0.1512
4598,Fung Wong Sun Chuen&鳳凰新村,"22.3434563,114.1979523",0.0596
4599,Fung Cheung House&鳳祥樓,"22.3443298,114.1982498",0.094
4600,Fung Wong Chuen Building&鳳凰村大廈,"22.3441715,114.19788359999998",0.1037
4601,Fung Lai Court&鳳禮苑,"22.3443699,114.2027283",0.1029
4602,Phoenix Court&鳳凰閣,"22.2735863,114.1725616",0.1057
4603,Phoenix Garden&鳳崗花園,"22.5118618,114.1017456",1.4834
4604,Fung Ting Court&鳳庭苑,"22.4430752,114.0321655",0.1996
4605,Hung Kwong Building&鴻光大廈,"22.316246,114.1713867",0.1121
4606,Hung Tak Building&鴻德大廈,"22.3225422,114.1708527",0.0815
4607,Hung Yan Building&鴻恩大廈,"22.281147,114.2222061",0.0355
4608,Hung Lee Building&鴻利大廈,"22.2772312,114.2269287",0.0842
4609,Hung Yat Building&鴻日大廈,"22.2909985,114.1964417",0.1517
4610,Honet House&鴻力樓,"22.3242512,114.1657562",0.1397
4611,Hung Kei Mansion&鴻基大廈,"22.283783,114.155899",0.0175
4612,Hung On Building&鴻安大廈,"22.2824001,114.1923523",0.1288
4613,Fung Cheung Building&鳳翔大廈,"22.442428600000003,114.032753",0.163
4614,Fung Chuen Court&鳳鑽苑,"22.3441505,114.1995316",0.1199
4615,Fung Fong Building&鳳芳樓,"22.3454227,114.1978912",0.0936
4616,Phoenix Apartments&鳳鳴大廈,"22.2782764,114.1841278",0.0745
4617,Phoenix Court&鳳苑,"22.4491367,114.0336914",0.0796
4618,Ap Lei Chau Centre&鴨利洲中心,"22.2433186,114.1529388",0.036
4619,Fung Wah House&鳳華樓,"22.3456478,114.1983185",0.0885
4620,Fung Wah Court&鳳華閣,"22.3278351,114.1848297",0.2338
4621,Fung Fai Court&鳳輝閣,"22.2685986,114.1833878",0.1637
4622,Fung Kam House&鳳錦樓,"22.3454132,114.1982956",0.0704
4623,Hung Yick Building&鴻益大廈,"22.3313026,114.1611938",0.0793
4624,Hung Yip Building&鴻業大廈,"22.2781181,114.1792831",0.0619
4625,Hung Cheung Building&鴻祥大廈,"22.3165932,114.1719437",0.1069
4626,Hong Chiang Building&鴻江大廈,"22.2768478,114.1739197",0.1326
4627,Hung Fuk Building&鴻福大樓,"22.2899952,114.1996231",0.1418
4628,Hung Fat Building&鴻發大樓,"22.4454594,114.0272598",0.169
4629,Hung Ying House&鴻英大廈,"22.3167133,114.1884537",0.1973
4630,Hung Fuk House&鴻福樓,"22.3296776,114.1878052",0.1106
4631,Hung Yu Mansion&鴻裕大廈,"22.335144,114.1601944",0.1254
4632,Hung Fuk Court&鴻福苑,"22.2511368,114.15069579999998",0.0795
4633,Hung Fook Building&鴻褔大廈,"22.2790737,114.1791611",0.1352
4634,Hung Fook Court&鴻福閣,"22.2444611,114.15612790000002",0.2385
4635,Hung Hay Building&鴻禧大廈,"22.3158531,114.1716614",0.1671
4636,Hung Luen Building&鴻聯大廈,"22.3099442,114.1707077",0.0929
4637,Hung Hing Court&鴻興閣,"22.3097572,114.1839828",0.2116
4638,Lucky Court&鴻運閣,"22.2837429,114.191925",0.0743
4639,Deerhill Bay&鹿茵山莊,"22.4292431,114.1968155",0.143
4640,Hung Tat Building&鴻達樓,"22.3157463,114.1716385",0.1587
4641,Union Garden&麒麟豪苑,"22.413030600000006,113.9756927",0.4068
4642,The Concord Building&鴻都大廈,"22.3169098,114.1726151",0.0695
4643,Gallant Court&麒麟閣,"22.3258839,114.1767502",0.159
4644,Pang Ching Court&鵬程苑,"22.345747,114.1905212",0.1415
4645,Panny Court&鵬麗閣,"22.268837,114.1838074",0.1282
4646,Luk Fung Gardens&鹿峰花園,"22.3580208,114.2489777",0.3673
4647,Look Yuen&鹿苑,"22.4013119,113.9780655",0.1344
4648,Hung Fuk House&鴻褔大樓,"22.3285503,114.1659241",0.1611
4649,Good Luck Mansion&鴻運樓,"22.4428902,114.0235748",0.0895
4650,Hung Fai Building&鴻輝大廈,"22.3159828,114.1713867",0.1098
4651,Hung Wan Building&鴻運樓,"22.367794,114.1349487",0.3649
4652,Fortune Centre&鴻運中心,"22.4425182,114.0331421",0.1734
4653,Hung Wan Garden&鴻運花園,"22.4497871,114.0282669",0.2776
4654,Hung Wan Building&鴻運大廈,"22.3273258,114.1663666",0.045
4655,Hung Wan Building&鴻運大樓,"22.448137300000006,114.1654205",0.0849
4656,Lucky House&鴻運大樓,"22.3061028,114.1693192",0.0453
4657,Reve Plaza&麗和閣,"22.4524384,114.1649551",0.079
4658,Lai Bo Garden&麗寶花園,"22.3404331,114.1551285",0.0903
4659,Lai Yuen Apartments&麗園大廈,"22.2700119,114.1919632",0.3355
4660,Ville De Cascade&麗峰花園,"22.3928394,114.1867523",0.0853
4661,Belvedere Garden&麗城花園,"22.3719521,114.1017914",0.0653
4662,Beaudry Tower&麗怡閣,"22.2846355,114.1457672",0.1413
4663,Lai On Garden&麗安花園,"22.455532100000006,114.0258179",0.4868
4664,Majestic Apartments&麗宮大廈,"22.2905369,114.1961823",0.1507
4665,Lai Bo Building&麗寶大廈,"22.3879814,113.9791565",0.1319
4666,Lai Po Building&麗寶大廈,"22.324707,114.1651382",0.0821
4667,Lai Sing Building&麗成大廈,"22.269657100000003,114.1852493",0.1034
4668,Repulse Bay Garden&麗景園,"22.2384548,114.1956787",0.0541
4669,Sun Court&麗日閣,"22.3953133,113.97715",0.0977
4670,Pretticoins Garden&麗昌花園,"22.4400864,114.0273285",0.1481
4671,Lai King Mansion&麗景樓,"22.3484154,114.1261597",0.3064
4672,Lai Ming Building&麗明大廈,"22.3258533,114.1690598",0.1652
4673,Lai Ming Building&麗明樓,"22.3748493,114.178093",0.1248
4674,Lai Ming Court&麗明閣,"22.3172798,114.1895676",0.208
4675,Lai Shing Building&麗星大廈,"22.311985,114.1706161",0.0341
4676,Pearl Court&麗景樓,"22.3441277,114.1782837",0.213
4677,Ritz Garden Apartments&麗池花園大廈,"22.2898026,114.2098236",0.109
4678,Lai King Court&麗景閣,"22.2856159,114.13974",0.0107
4679,Laguna City&麗港城,"22.3060608,114.2279053",0.0474
4680,Crystal Court&麗晶樓,"22.318725600000004,114.17735290000002",0.1454
4681,Lagoon Court&麗湖閣,"22.4481964,114.1698532",0.0609
4682,Richland Gdn&麗晶花園,"22.3301182,114.2066803",0.1384
4683,Lyton Building&麗東大廈,"22.2970428,114.1748199",0.0453
4684,Newton Harbour View&麗東海景豪苑,"22.2810402,114.2305603",0.037
4685,Rise Park Villa&麗莎灣別墅,"22.3362465,114.2491379",1.142
4686,Lai Wan Building&麗灣大廈,"22.2833557,114.2212601",0.0983
4687,Lever Building&麗華大廈,"22.3216019,114.1645126",0.1679
4688,Beauty Court&麗珊園,"22.4335842,113.9966278",0.2418
4689,Lai Wah House&麗華樓,"22.2874069,114.1428452",0.2858
4690,Lai Kwan Court&麗群閣,"22.340435,114.1540146",0.082
4691,Beauty Court&麗苑,"22.3196125,114.1772614",0.1412
4692,Lei Yin Building&麗英大廈,"22.3256474,114.1682968",0.1079
4693,Rialto Building&麗都大廈,"22.277078600000007,114.1694107",0.0779
4694,MacPherson Place&麥花臣匯,"22.3186779,114.172821",0.1422
4695,Lai To Building&麗都樓,"22.3133125,114.1695251",0.1543
4696,Whampoa Building&黃埔唐樓,"22.3056946,114.1894455",0.0404
4697,Lido Garden&麗都花園,"22.3662262,114.0589142",0.1962
4698,Whampoa Estate&黃埔新村,"22.3060551,114.1895294",0.0025
4699,Vervain Garden&麗錦花園,"22.3310242,114.17428590000002",0.1183
4700,Lascar Court&麗雅苑,"22.2855835,114.14888",0.1652
4701,Lily Mansion&麗麗大廈,"22.2779217,114.1722183",0.0935
4702,MacDonnell House&麥當奴大廈,"22.2762547,114.1557846",0.237
4703,Lai Wah Mansion&麗華樓,"22.2900944,114.20963290000002",0.1372
4704,Tycoon Court&麗豪閣,"22.2785969,114.1519928",0.1406
4705,Lai Wah Court&麗華閣,"22.326135600000004,114.164032",0.0835
4706,Lai Yin Court&麗賢閣,"22.2850742,114.1410294",0.0252
4707,Lido Apartments&麗都大廈,"22.289547,114.2090988",0.0869
4708,Lai Hung Garden&麗虹花園,"22.4327965,113.9972763",0.2017
4709,Lai Yue Building&麗裕大廈,"22.3144302,114.2220993",0.0215
4710,Regal Court&麗豪閣,"22.3229523,114.178566",0.2789
4711,Whampoa Garden&黃埔花園,"22.3047104,114.1902542",0.1328
4712,Dragon Court&龍圃別墅,"22.3431225,114.1767731",0.1588
4713,Lower Wong Tai Sin Estate&黃大仙下邨,"22.3410168,114.1927261",0.074
4714,Dragon Garden&龍園,"22.2750492,114.1943283",0.0635
4715,Wongs Building&黃氏大廈,"22.3214397,114.1882095",0.105
4716,Dragon Heights&龍園,"22.3433952,114.1773987",0.1423
4717,Golden Building&黃金大廈,"22.3320312,114.16223909999998",0.1298
4718,Golden Mansion&黃金大廈,"22.3205872,114.1680374",0.0653
4719,Wong Kam Building&黃金樓,"22.3723927,114.11130520000002",0.1505
4720,Golden Court&黃金閣,"22.3375683,114.1578217",0.1508
4721,Lung Shing Mansion&龍城大樓,"22.3295135,114.190773",0.1132
4722,Lung Mong Building&龍旺大廈,"22.321329100000003,114.1705246",0.103
4723,Dragon View House&龍景大廈,"22.2882805,114.2110443",0.0707
4724,Dragon Peak&龍峰閣,"22.281456,114.192543",0.0578
4725,Beacon Hill Court&龍景樓,"22.3437977,114.1756821",0.2937
4726,Lung Tak Court&龍德苑,"22.2207069,114.2067108",0.2934
4727,JC Castle&龍成堡,"22.4347801,114.1693649",0.7905
4728,JC Place&龍成花園,"22.3853397,113.9803543",0.1427
4729,Lung Man Building&龍文大廈,"22.316906,114.1750793",0.1235
4730,Dragon Centre&龍濤苑,"22.2786465,114.19297790000002",0.173
4731,Lung Cheung Villa&龍翔別墅,"22.343971300000003,114.1759567",0.2842
4732,Pearl Island Villas&龍珠島別墅,"22.3649406,113.9885864",0.0749
4733,Lung Cheung Building&龍翔大廈,"22.3170586,114.1746597",0.0948
4734,Pearl Island Villas Eastern Block&龍珠島東座別墅,"22.3651676,113.9903259",0.0678
4735,Lung Cheung Garden&龍翔花園,"22.2849331,114.1315308",0.1499
4736,Pearl Island Garden&龍珠島花園,"22.3652477,113.988533",0.091
4737,Pearl House&龍珠樓,"22.3276749,114.1879196",0.0058
4738,Pearl Garden&龍珠花園,"22.3652134,113.9900665",0.0408
4739,Lung Cheung Court&龍祥閣,"22.317644100000006,114.1889191",0.1351
4740,Dragon View&龍景樓,"22.2756557,114.1593323",0.0795
4741,Lung Yan Court&龍欣苑,"22.2214355,114.20538329999998",0.4523
4742,Dragon View House&龍景樓,"22.4987087,114.142334",0.12
4743,Dragon Cove&龍濤灣畔,"22.3899612,113.9214478",4.3995
4744,Dragon View Garden&龍景花園,"22.2831116,114.1933746",0.006
4745,Dragonfair Garden&龍暉花園,"22.2863903,114.13471979999998",0.1616
4746,Dragon Glory Mansion&龍暉閣,"22.3445072,114.196022",0.049
4747,Cypress Garden&龍柏花園,"22.3169117,114.1761475",0.0827
4748,Lung Cheung Court&龍翔苑,"22.3427849,114.1850815",0.1231
4749,Lung Wah Court&龍華閣,"22.3130035,114.1862717",0.2536
4750,Lung Cheung Court&龍翔閣,"22.3293762,114.1902618",0.1134
4751,Lung Poon Court&龍蟠苑,"22.3417282,114.2000046",0.2242
4752,Long Wah Building&龍華大廈,"22.297472,114.1714096",0.2226
4753,Long Kee Mansion&龍記大廈,"22.299139,114.1752167",0.0986
4754,Loong Wah Building&龍華大廈,"22.307188,114.183342",0.2776
4755,Lung Wa Buildiing&龍華大廈,"22.328928,114.1660233",0.1802
4756,Lung Wah Building&龍華樓,"22.3710136,114.1161804",0.1426
4757,Ronsdale Garden&龍華花園,"22.274753600000004,114.1955261",0.1674
4758,Lung Fung Garden&龍豐花園,"22.5025978,114.129837",0.1288
4759,Dragon Villa&龍騰花園,"22.3801155,113.9807587",0.2138
4760,Lun Fung Court&龍豐閣,"22.2869225,114.1362457",0.2232
4761,Dragon Court&龍騰閣,"22.3233166,114.1785202",0.3138
4762,Loong Pont House&龍邦樓,"22.3297787,114.1879883",0.1251
4763,Dragonview Court&龍騰閣,"22.2821083,114.1435394",0.1655
4764,Lung Mun Oasis&龍門居,"22.3851814,113.9666595",0.0766
4765,Lung Ha Building&龍霞樓,"22.503582,114.126503",0.049
4766,Lung Fai House&龍飛大樓,"22.319294,114.170433",0.1088
4767,Lung Ma Building&龍馬大廈,"22.3141823,114.170639",0.0052
4768,Lung Fung Building&龍鳳大廈,"22.3338165,114.1610031",0.1419
4769,Street Kornhill,"22.2837086,114.2153549",0.063
4770,Lung Fung House&龍鳳樓,"22.3758888,114.17786409999998",0.0766
4771,Shaukiwan Centre,"22.2768307,114.22916409999998",0.0807
4772,Park Garden&園,"22.273325,114.192955",0.0753
4773,Queen's Terrace,"22.2870464,114.1476898",0.2233
4774,GrenVille House,"22.2741699,114.1575012",0.1753
4775,Park Towers,"22.2892246,114.19737240000002",0.1198
4776,112 JohnSton Road,"22.2763081,114.1730804",0.1729
4777,Kwong Wah Mansion,"22.2781754,114.1771317",0.0781
4778,Fung Cheng Building&豐祥大廈,"22.337656,114.1567078",0.1411
4779,Ori&豐連,"22.4090157,113.9681778",0.2906
4780,Fung Wah Mansion&豐華大廈,"22.2894936,114.1956863",0.0885
4781,Fung Yat Building&豐逸大廈,"22.285429,114.1426544",0.1594
4782,Fung Yu Building&豐裕大廈,"22.2856808,114.1385727",0.0544
4783,Hosar Building&豪信大廈,"22.3295383,114.1665802",0.1282
4784,Fung Yue Building&豐裕樓,"22.4431686,114.0252686",0.1252
4785,Fung Yue Mansion&豐裕樓,"22.3187695,114.1889648",0.0778
4786,Opulence Height&豐裕軒,"22.4442253,114.0307541",0.0856
4787,Richview Mansion&豐裕閣,"22.3348637,114.1612854",0.1733
4788,Tropicana Gardens&豪苑,"22.3421021,114.1971664",0.1938
4789,Elegance Tower&豪軒,"22.268013,114.1859207",0.0442
4790,Maison De Luxe&豪華之家,"22.3268452,114.1861343",0.2015
4791,Ho Fai Garden&豪輝花園,"22.3706951,114.1206818",0.0069
4792,Hoover Mansion&豪華大廈,"22.2834663,114.1426086",0.1448
4793,Delusce Valla&豪門,"22.444551500000006,114.1316528",2.5708
4794,Hoover Court&豪華閣,"22.3251228,114.1865463",0.0585
4795,Hover Court&豪華閣,"22.3678646,114.1398926",0.1591
4796,Luxury Court&豪華閣,"22.2996788,114.17428590000002",0.0463
4797,Fontana Gardens&豪園,"22.2779064,114.1903534",0.1221
4798,Hong Kong Garden&豪景花園,"22.3668556,114.0632629",0.1837
4799,Royalton&豪峰,"22.2680817,114.1317902",0.1044
4800,Good View Court&豪景閣,"22.2791424,114.1524124",0.1321
4801,Royalton II&豪峰II,"22.2684383,114.1314621",0.0753
4802,Hoover Garden&豪苑,"22.440256100000006,114.0368195",0.226
4803,LeSommet&豪廷峰,"22.2880363,114.194931",0.0543
4804,Ho King View&豪景,"22.2882652,114.2024307",0.2407
4805,Ho King Fu Villa&豪景富居,"22.4378967,114.06279750000002",0.2973
4806,Rich View Terrace&豪景臺,"22.2843075,114.1491852",0.0373
4807,Holly Mansion&豪麗大廈,"22.3009434,114.1737289",0.1951
4808,Robinson Crest&賓士花園,"22.2810421,114.1492081",0.0477
4809,The Sherwood&豫豐花園,"22.4191246,113.9862595",0.2277
4810,Chue Jen Building&賜珍大樓,"22.3244762,114.1696396",0.1491
4811,Residence Bel-Air&貝沙灣,"22.2541714,114.1328125",0.2116
4812,Cheoy Lee Building&財利大樓,"22.3156319,114.2220764",0.0933
4813,Nelson Court&賀賢居,"22.316455800000004,114.1735687",0.1133
4814,Parc Regal&賀龍居,"22.3150311,114.1764984",0.2037
4815,Yin Tak Building&賢德大廈,"22.2853069,114.141777",0.0699
4816,Chiu Kwan Building&超群大廈,"22.3159046,114.2271118",0.1996
4817,Inverness Villa&賢文別墅,"22.331213,114.1858063",0.1254
4818,Yue Xiu Plaza&越秀廣場,"22.3340702,114.1953659",0.0905
4819,Yin Lai Court&賢麗苑,"22.3485508,114.1265717",0.3109
4820,Chuk Bun Building&足彬大廈,"22.4415894,114.0264282",0.0543
4821,Lai Yan Lau&賴恩樓,"22.2865353,114.14760590000002",0.1671
4822,Braemar Hill Mansions&賽西湖大廈,"22.2851925,114.2005386",0.1494
4823,Chancery House&贊善樓,"22.2805367,114.1538086",0.0592
4824,Faber Court&輝百閣,"22.2276707,114.2171021",1.0534
4825,Salson House&迢舜大廈,"22.2769928,114.1735458",0.106
4826,Canaan Building&迦南大廈,"22.3265877,114.1604004",0.2362
4827,Excelsior Court&輝鴻閣,"22.2812862,114.14862820000002",0.0792
4828,No.18 Farm Road&農圃道18號,"22.3208485,114.1872253",0.0599
4829,Double Cove&迎海,"22.4314919,114.2409668",0.6075
4830,Marbella&迎濤灣,"22.425293,114.2274551",0.0633
4831,The Zutten&迎豐,"22.3218327,114.1903763",0.3309
4832,Henning House&軒寧大廈,"22.2791519,114.18004609999998",0.0509
4833,Fairview Heights&輝煌臺,"22.2800293,114.1507568",0.2117
4834,Hennessy Apartments&軒尼詩大廈,"22.2786999,114.1798477",0.067
4835,Palatial Crest&輝煌豪園,"22.280386,114.15073390000002",0.1823
4836,Hennessy Building&軒尼詩大廈,"22.2777615,114.1725006",0.0652
4837,Faber Villa&輝百苑,"22.225860600000004,114.2156906",0.8104
4838,Fu Shing House&輔成樓,"22.3155651,114.2238846",0.0995
4839,Fai Hon Building&輝漢洋樓,"22.2837887,114.1921234",0.067
4840,Glory Mansion&輝煌大廈,"22.2747593,114.16169740000002",0.1432
4841,Tung Chau Mansion&通州大樓,"22.3255424,114.1616135",0.1087
4842,Le Mansion&逸安閣,"22.3142033,114.1678772",0.2665
4843,Green Code&逸峯,"22.5009441,114.14583590000002",0.206
4844,Tung Ming Building&通明大樓,"22.3169327,114.2226791",0.0697
4845,The Gracedale&逸怡居,"22.268343,114.1850128",0.0094
4846,Tung Fat Building&通發大廈,"22.3232975,114.1704788",0.1087
4847,Fung Yuen Building&逢源大廈,"22.2773647,114.2270432",0.1008
4848,Winland Building&連勝大廈,"22.4451542,114.0302658",0.0189
4849,Lising Court&連城閣,"22.2998924,114.1744537",0.0725
4850,The Floridian&逸意居,"22.2843914,114.2186737",0.1266
4851,Rose Court&逸盧,"22.2742519,114.1837616",0.0457
4852,Greenville Residence&逸翠軒,"22.433113100000003,114.0113373",0.9568
4853,The Orchards&逸樺園,"22.2828789,114.2138062",0.158
4854,Serene Court&逸苑,"22.2825222,114.14311979999998",0.145
4855,Ocean Court&逸港居,"22.2473545,114.1592178",0.0357
4856,Les Saisons&逸濤灣,"22.283769600000007,114.2244949",0.0782
4857,One MayFair&逸瓏,"22.3401775,114.18202209999998",0.1438
4858,The Mediterranean&逸瓏園,"22.3782139,114.2662582",0.1234
4859,The Merrylands&逸華軒,"22.3299408,114.1663666",0.1145
4860,Win Fong Heights&運芳洋樓,"22.3597107,114.128006",0.0462
4861,Win Cheung House&運昌樓,"22.3727055,114.1115341",0.1925
4862,Winning House&運通樓,"22.315952300000006,114.22667690000002",0.2067
4863,Right Time Building&運泰大廈,"22.3256779,114.1701813",0.107
4864,Win Shing House&運盛樓,"22.3721542,114.110611",0.0938
4865,Fortune Mansion&運福樓,"22.3273735,114.1659241",0.0864
4866,Wan Hing Building&運興樓,"22.4420147,114.0312195",0.1149
4867,Winning Heights&運通洋樓,"22.3731976,114.1160202",0.075
4868,Tat Wing Court&達榮大廈,"22.3026009,114.1728973",0.062
4869,Wan Tau Tong Estate&運頭塘村,"22.4423046,114.1672134",0.0859
4870,Tat Hing Building&達興樓,"22.2868786,114.1445618",0.1669
4871,Tao Hing Lau&道興樓,"22.3053093,114.1689911",0.1006
4872,Devon Court&達運閣,"22.3389282,114.17742920000002",0.0411
4873,Tat Chee Court&達之苑,"22.3308716,114.1749878",0.0473
4874,Tat Ka Building&達嘉樓,"22.288196600000006,114.1453018",0.2537
4875,Tat Ming Building&達明大廈,"22.3173981,114.1711273",0.0774
4876,Far East Consortium Tuen Mun Building&遠東發展屯門大廈,"22.3962154,113.9772949",0.1023
4877,Far East Bank Mongkok Building&遠東銀行旺角大廈,"22.3183155,114.169014",0.1118
4878,Sik On House&適安大廈,"22.285162,114.13562009999998",0.1133
4879,Dao Shing Building&都城大樓,"22.371734600000003,114.1120224",0.1734
4880,Miami Beach Towers&邁亞美海灣,"22.3721752,113.9684906",0.1055
4881,Pong Fai Building&邦暉大樓,"22.2852192,114.149086",0.126
4882,Bong Hing Building&邦興大廈,"22.4492626,114.1633987",0.1408
4883,Talon Tower&達隆名居,"22.2878952,114.1486053",0.1376
4884,Far East Consortium Yuen Long Building&遠東發展元朗大廈,"22.4452114,114.0320663",0.0386
4885,Far View Mansion&遠景大廈,"22.3141041,114.22637179999998",0.0408
4886,Far East Consortium Peng Chau Building&遠東發展坪洲大廈,"22.2840996,114.0397873",0.099
4887,Yuen King Building&遠景大廈,"22.317873,114.1704559",0.1166
4888,Far East Consortium Tuen Mun Central Building&遠東發展屯門中心大廈,"22.3972492,113.9768295",0.1112
4889,Long View Garden&遠景花園,"22.4477959,113.9907608",0.9811
4890,Le Riviera&遠晴,"22.2805557,114.2308502",0.062
