,house_name,lat_lon,school
1906,Sunlight Court&新麗閣,"22.280071300000003,114.1305695",0.0852
1907,Manhattan Court&新餘村,"22.3429871,114.1777725",0.0864
1908,Sunland Court&新麟閣,"22.3187218,114.174614",0.0948
1909,New Lai King Building&新麗景唐樓,"22.335268,114.194458",0.1309
1910,Sun Lai Garden&新麗花園,"22.3408794,114.2089233",0.1105
1911,Sunlight Garden&新麗花園,"22.434845000000006,114.1637955",0.7166
1912,Sunny Villa&新麗花園,"22.4512634,113.9888916",0.961
1913,Sentact Building&新達大廈,"22.2907429,114.1972275",0.0774
1914,Central Mansion&新都苑,"22.4471512,114.1675034",0.1138
1915,Uptown Plaza&新達廣場,"22.4440022,114.1687088",0.1715
1916,Sunrise House&新陞大樓,"22.2808399,114.1531296",0.0433
1917,Metro City&新都城,"22.3228359,114.2584229",0.2499
1918,Metropole Building&新都城大廈,"22.2905979,114.1993866",0.1562
1919,New Town Mansion&新都大廈,"22.391035100000003,113.9783936",0.1022
1920,Metropolis Plaza&新都廣場,"22.5024338,114.1290436",0.119
1921,Sun Tao Building&新都樓,"22.277393300000004,114.17986299999998",0.0356
1922,Severn Villa&施勳別墅,"22.2705936,114.1557541",0.4705
1923,Yat Wing Garden&日榮花園,"22.4479198,114.1564941",0.1372
1924,Lohas Park&日出康城,"22.2950058,114.2691422",0.3018
1925,Sunlight Building&日輝大廈,"22.3372898,114.1584702",0.1221
1926,Sunpeace Court&日和閣,"22.3265247,114.179184",0.1011
1927,Sunview Garden&日麗園,"22.319664000000003,114.1844711",0.0768
1928,Yat Hong Court&日康閣,"22.3303699,114.1913452",0.1123
1929,Yat Sun Building&日新大廈,"22.4439907,114.0304489",0.083
1930,Yat Cheong Building&日昌樓,"22.3218956,114.16672520000002",0.035
1931,Nikken Heights&日景閣,"22.2809811,114.1515274",0.154
1932,Sunrise Villa&旭日豪庭,"22.314336800000003,114.1900787",0.1065
1933,Yuk Po Court&旭埔苑,"22.4999409,114.1282959",0.0755
1934,Radiant Towers&旭輝台,"22.3231621,114.2545166",0.1565
1935,Profit Nice Mansion&旭威閣,"22.3132801,114.167923",0.2092
1936,Unique Tower&旭逸閣,"22.2695141,114.1839447",0.1613
1937,Yu Wai Mansion&旭威閣,"22.2922001,114.2013321",0.0323
1938,Stanford Villa&旭日居,"22.2235966,114.2135544",0.506
1939,Yuk Yat Building&旭日樓,"22.2765465,114.1685638",0.1082
1940,Yut Yat Garden&旭日花苑,"22.4514694,114.026947",0.2133
1941,Wong Teck Building&旺德大廈,"22.3139858,114.1884766",0.214
1942,The Rise&昇柏山,"22.3715382,114.1326294",0.5024
1943,Mong Kok City Building&旺角城大廈,"22.3247032,114.1708298",0.1412
1944,The Visionary&昇薈,"22.2956371,113.9508591",0.0726
1945,Mong Kok Building&旺角大樓,"22.3141766,114.1623764",0.0462
1946,Shing Wan Building&昇雲大廈,"22.2874908,114.1464691",0.1801
1947,Mongkok Plaza&旺角廣場,"22.3245869,114.1734467",0.0507
1948,Wong Choy Mansion&旺財大樓,"22.3190517,114.1725235",0.1641
1949,Chatham Gate&昇御門,"22.311121,114.186264",0.0466
1950,Cheong Wai Mansion&昌偉大廈,"22.3686867,114.1330185",0.4327
1951,Cheong Wai Mansion&昌威大廈,"22.3687115,114.13298799999998",0.4318
1952,Cheong Wang Mansion&昌宏大廈,"22.3690071,114.1332092",0.47
1953,Cheong Li Building&昌利樓,"22.3675823,114.132576",0.3089
1954,Cheong Fu Mansion&昌富大廈,"22.3202419,114.1682968",0.0688
1955,Cheong Kat Mansion&昌吉大廈,"22.2828045,114.1262054",0.0738
1956,Cheerworld Court&昌和閣,"22.3260956,114.1770782",0.1559
1957,Strong Good Mansion&昌好大廈,"22.3260975,114.1693192",0.1922
1958,Cheong Wai Building&昌威大廈,"22.3135548,114.1700592",0.0956
1959,Cheong King Court&昌景閣,"22.285038,114.1423798",0.1374
1960,Cheong Lok Mansion&昌樂大廈,"22.3735199,114.117157",0.0787
1961,Cheung Fai Building&昌暉大廈,"22.3407402,114.1548538",0.0463
1962,Cheong Tai Building&昌泰大廈,"22.3381214,114.1985092",0.1262
1963,Hillview Court&昌林閣,"22.3026142,114.1736374",0.0742
1964,Cheong Tai Building&昌泰大樓,"22.3721371,114.1155548",0.0582
1965,Cheong Kwai Building&昌桂樓,"22.287756,114.14200590000002",0.2775
1966,Cheong Ip Building&昌業大廈,"22.2783794,114.1792831",0.0848
1967,Cheong Wing Mansion&昌榮樓,"22.3659153,114.13829040000002",0.0457
1968,Cheong Wing Court&昌榮閣,"22.2862759,114.1389389",0.0848
1969,Cheung Ling Mansion&昌寧大廈,"22.2880516,114.1394272",0.1947
1970,Cheong Ming Building&昌明大樓,"22.2733727,114.1847382",0.0568
1971,Cheong Ping Building&昌平樓,"22.3651104,114.1362",0.1409
1972,Kings Towers&昌明洋樓,"22.2910023,114.2012482",0.0697
1973,Cheong Nin Building&昌年大廈,"22.3679161,114.13348390000002",0.4006
1974,Cheong Hing Building&昌慶大廈,"22.4493313,114.1639328",0.1443
1975,Charming Building&昌明大廈,"22.3284054,114.165741",0.1335
1976,Cheong Fat Building&昌發大廈,"22.3678875,114.1325531",0.334
1977,Cheong Shing Mansion&昌盛洋樓,"22.2855129,114.1926575",0.0475
1978,Cheong Shing Court&昌盛苑,"22.4838829,114.1391602",0.071
1979,Cheong Fat Mansion&昌發大廈,"22.3128166,114.1675568",0.1622
1980,Cheong Shing Court&昌盛金鋪大廈,"22.3124332,114.1872711",0.1904
1981,Cheong Shing Building&昌盛大廈,"22.3301907,114.1895218",0.0279
1982,Cheong Sing Building&昌盛大廈,"22.4421463,114.030098",0.1078
1983,Cheong Shen Mansion&昌盛樓,"22.366148000000006,114.1384811",0.0425
1984,Cheong Fok House&昌福大廈,"22.3283482,114.1641617",0.1264
1985,Cheong Wah Building&昌華大廈,"22.3734322,114.11564640000002",0.0699
1986,Cheong Fook Mansion&昌福大廈,"22.326025,114.16417690000002",0.0642
1987,Cheong Wah Building&昌華樓,"22.4990253,114.1433563",0.1296
1988,Cheong Hei Mansion&昌禧大廈,"22.3716564,114.116394",0.1225
1989,Cheong Yiu Mansion&昌耀大廈,"22.3716545,114.1186218",0.1743
1990,Cheong Hing Mansion&昌興大廈,"22.3196697,114.1663895",0.1658
1991,Cheong Yuen Building&昌苑,"22.2904835,114.2008057",0.1386
1992,Cheong Mow Building&昌茂大廈,"22.3105965,114.1700134",0.0818
1993,Cheong Wan Mansion&昌運大廈,"22.2845421,114.1360245",0.0439
1994,Morengo Court&昍逵閣,"22.275472600000004,114.193306",0.0813
1995,Cheong Yuen Building&昌遠大廈,"22.3286572,114.1579132",0.4869
1996,Ming Yan Mansion&明仁大廈,"22.2756519,114.17099",0.1413
1997,Cheerbond Court&昌邦閣,"22.3268528,114.1811142",0.0649
1998,Ming Wai Building&明偉樓,"22.395477300000003,113.9746857",0.0796
1999,Cheron Court&昌隆閣,"22.3068771,114.1869659",0.1382
2000,Cheong Hung Mansion&昌鴻大廈,"22.3600159,114.1266098",0.0648
2001,Cherry Court&昌麗閣,"22.2699585,114.1284485",0.2759
2002,Cheung Wah Court&昌華閣,"22.3392754,114.1540375",0.0725
2003,Cheong Fai Building&昌輝大廈,"22.2835941,114.129097",0.0381
2004,Lilac Court&昌蔚苑,"22.3275604,114.185257",0.2855
2005,Fairview Court&昌輝閣,"22.2908363,114.2009201",0.108
2006,Cheong Yu Building&昌裕大廈,"22.444706,114.0275726",0.1144
2007,Fortune Plaza&昌運中心,"22.4522152,114.1679306",0.1125
2008,Cheong Yue Mansion&昌裕大廈,"22.2837391,114.1290054",0.1241
2009,Cheerich Court&昌裕閣,"22.329668,114.17294309999998",0.1511
2010,Cheong Kee Building&昌記大樓,"22.2688408,114.185997",0.0319
2011,Ming Yuen Mansions&明園,"22.2893867,114.1996078",0.1121
2012,Ming Tak Mansion&明德樓,"22.2819958,114.1924438",0.1084
2013,Ming Court&明園閣,"22.2898388,114.19908909999998",0.0899
2014,Ming Wai Gardens&明慧園,"22.2436218,114.1912613",0.7031
2015,Mainway Mansion&明威大廈,"22.2907944,114.1963501",0.1639
2016,Ming Sun Building&明新大廈,"22.2794647,114.1924438",0.1137
2017,Mainway Court&明威閣,"22.3169689,114.1734314",0.0574
2018,Sunlight Garden&明德園,"22.3189449,114.176796",0.1537
2019,King's Hill&明德山,"22.284521100000006,114.14051059999998",0.007
2020,Ming Wu Kui&明湖居,"22.4966736,114.144455",0.1313
2021,Ming Wong Garden&明煌花園,"22.4129505,113.9697342",0.3597
2022,Ming Fai Building&明暉大廈,"22.2916012,114.1956482",0.0551
2023,Pearl Garden&明珠台,"22.2781296,114.1503143",0.3103
2024,FULL MOON (MING YUET) BUILDING&明月大廈,"22.3195362,114.1886597",0.1067
2025,Ming Yuet Building&明月大廈,"22.2909832,114.1962585",0.1448
2026,Moon House&明月樓,"22.4485798,114.16386409999998",0.1208
2027,Ming Tai Mansion&明泰大廈,"22.3168964,114.2223587",0.0505
2028,Ming Chu Building&明珠大樓,"22.3301353,114.1618195",0.1094
2029,Pearl House&明珠樓,"22.4448757,114.0320282",0.0027
2030,Ming Sau Building&明秀大廈,"22.2915039,114.1979294",0.1224
2031,Pearl Vista&明珠華軒,"22.5037003,114.1276093",0.0706
2032,Brilliant Court&明珠閣,"22.2847157,114.1312561",0.1134
2033,Ming Fat Building&明發大廈,"22.3156624,114.1871033",0.0753
2034,Ming Fat Mansion&明發大廈,"22.3224487,114.1700592",0.1176
2035,Ming Hing Building&明興大廈,"22.2877712,114.1410751",0.1031
2036,Ming Wah Building&明華大廈,"22.329389600000006,114.16544340000002",0.2113
2037,Ming Hing Building&明興大樓,"22.2858639,114.1909866",0.0787
2038,Ming Wah Building&明華樓,"22.3156338,114.1690369",0.1425
2039,Ming Fong Building&明芳樓,"22.3147812,114.17057040000002",0.039
2040,Ming Wah Court&明華閣,"22.3117619,114.1881943",0.1774
2041,Ming Garden&明苑,"22.2796307,114.1512527",0.1978
2042,Ming Yuen Court&明苑閣,"22.3292465,114.1856918",0.0938
2043,Star Crest&星域軒,"22.2766323,114.1672592",0.1388
2044,Starlight House&星華大廈,"22.2774048,114.1833878",0.1538
2045,Avignon&星堤,"22.3747768,114.00035859999998",0.4561
2046,Bright Star Mansion&星輝大廈,"22.2774258,114.1849213",0.0607
2047,Moonstar Court&星月閣,"22.276165,114.1684952",0.0938
2048,Sing Fai Building&星輝大廈,"22.2874947,114.1446304",0.211
2049,Galaxia&星河明居,"22.3412361,114.2021255",0.2116
2050,SEANORAMA&星漣海,"22.4332714,114.2429276",0.5452
2051,The Oakridge&星灣峰,"22.281601,114.2206345",0.1421
2052,Regalia Villa&明謙居,"22.4857254,114.1472778",0.303
2053,Ming Wan Court&明雲閣,"22.4418736,114.0265732",0.0878
2054,Ming Fung Building&明豐大廈,"22.276975600000004,114.1761475",0.0684
2055,Ming Fung Mansion&明豐大廈,"22.2769337,114.1761475",0.0722
2056,The Sparkle&星匯居,"22.3330021,114.1523819",0.186
2057,Ming Yin Mansion&明賢大廈,"22.2793694,114.18004609999998",0.0502
2058,Villa Claire&明軒,"22.2897892,114.1988525",0.0718
2059,Ming Fai Building&明輝大廈,"22.3159695,114.2222824",0.0544
2060,Ming Nga Court&明雅苑,"22.4518719,114.1746979",0.1013
2061,Starlight Garden&星輝苑,"22.2759991,114.1680679",0.1142
2062,Spring Seaview Terrace&春和海景花園,"22.3735886,113.9889832",0.3705
2063,Peninsula Heights&星輝豪庭,"22.343414300000006,114.1828079",0.308
2064,The Nova&星鑽,"22.2855663,114.1416092",0.0547
2065,The Signature&春暉8號,"22.2752571,114.1945343",0.058
2066,Twin Regency&映御,"22.4521961,114.0298233",0.2353
2067,Moonbeam Terrance&映月臺,"22.342186,114.1786575",0.07
2068,Caribbean Coast&映灣園,"22.2918301,113.949234",0.121
2069,Chee Sing Building&時勝大廈,"22.3078213,114.1702042",0.0791
2070,Springwide Mansion&春暉大廈,"22.3361378,114.1590042",0.1716
2071,Seaview Mansion&時和大廈,"22.2758293,114.1598892",0.1191
2072,Springfield Garden&春暉花園,"22.3811016,114.1990662",0.0986
2073,Chee On Building&時安大廈,"22.3220272,114.164444",0.1398
2074,Dawn Garden&春曉園,"22.3168888,114.1762848",0.0734
2075,Chiu Tak Mansion&昭德大廈,"22.338892,114.1555023",0.1312
2076,Chiu Hin Mansion&昭憲大廈,"22.276348100000003,114.1726608",0.175
2077,Trend Plaza&時代廣場,"22.3925781,113.9757843",0.2155
2078,Chee Hing Building&時興大廈,"22.318861,114.1708298",0.1228
2079,Morning Ray Mansion&晨曦樓,"22.3128529,114.1873627",0.2381
2080,Sze Hing Building&時興大廈,"22.3156281,114.227211",0.1701
2081,Morning Joy Building&晨樂大廈,"22.3176785,114.186615",0.1551
2082,The Grandville&晉名峰,"22.4013634,114.1946945",0.3576
2083,Po Hing Court&普慶閣,"22.284626,114.1472092",0.0493
2084,Silverstone Mansion&晉寶大廈,"22.267547600000004,114.187294",0.1529
2085,Sevilla Crest&晉嶺,"22.3302441,114.1666031",0.0777
2086,Morning Light Building&晨光大廈,"22.3139668,114.2232361",0.1306
2087,Morning Star Mansion&晨星樓,"22.3169098,114.2251663",0.0644
2088,The Prominence&時尚華庭,"22.3292542,114.1568909",0.0966
2089,Cherrick Building&時益大廈,"22.4449711,114.0264893",0.113
2090,Chee Shing Building&時盛大廈,"22.307848,114.18469240000002",0.1221
2091,Chee Hong Building&時康大廈,"22.3300171,114.1665802",0.103
2092,Smith Court&時美閣,"22.2796249,114.1293716",0.0189
2093,Chee Sun Building&時新大廈,"22.3105659,114.1692505",0.0949
2094,Chee King Garden&時景花園,"22.4409618,114.030983",0.0977
2095,Cheery Garden&時樂花園,"22.2842121,114.1416016",0.1014
2096,Noble House&時爵大廈,"22.3296089,114.1885834",0.0914
2097,Bullock House&普樂樓,"22.2765942,114.1757355",0.0973
2098,Prime View Garden&景峰花園,"22.4028339,113.9803085",0.1829
2099,Beverly Court&普陞閣,"22.3268681,114.1604233",0.2511
2100,Noble Place&景峰豪庭,"22.4049377,113.9824753",0.2341
2101,Princeton Tower&普頓臺,"22.2875118,114.14604950000002",0.1721
2102,King Leong Mansion&景亮大廈,"22.3207512,114.1710129",0.1058
2103,King Kwong Mansion&景光樓,"22.2692642,114.1852493",0.0859
2104,Carole Garden&景安園,"22.4627419,114.0198746",1.2937
2105,Mountainville Court&景峰閣,"22.4019909,114.1966705",0.2424
2106,King Ming Court&景明苑,"22.323486300000006,114.2499466",0.188
2107,King Inn Mansion&景怡大廈,"22.2692356,114.1848755",0.0919
2108,King Sing House&景星樓,"22.27384,114.17447659999998",0.1395
2109,Caine Tower&景怡居,"22.282589,114.1512985",0.1603
2110,Gardenia&景怡峯,"22.3302765,114.166832",0.0771
2111,Jing Hui Garden&景惠花園,"22.248167,114.1595612",0.1251
2112,King Yu Court&景愉居,"22.284544,114.19314579999998",0.0486
2113,Kingston Terrace&景新臺,"22.4024487,113.98069",0.2301
2114,King Fai Court&景暉閣,"22.2835464,114.1930389",0.0545
2115,Fairview Garden&景翠苑,"22.3288116,114.1664886",0.1361
2116,King Lam Estate&景林邨,"22.3184032,114.26194",0.1487
2117,King Tsui Court&景翠苑,"22.2600822,114.2306442",0.2174
2118,King Tin Court&景田苑,"22.3674736,114.17932890000002",0.0377
2119,King Hing Court&景興閣,"22.317716600000004,114.22005459999998",0.1415
2120,King Shing Court&景盛苑,"22.4876995,114.1408691",0.1361
2121,King Cheung Mansion&景祥大廈,"22.2688866,114.1854324",0.0704
2122,Kings Court&景緻閣,"22.2707233,114.126915",0.2591
2123,Greenview Gardens&景翠園,"22.282156,114.1415939",0.1832
2124,Kings Court&景興閣,"22.2898617,114.1981125",0.0649
2125,King Nga Court&景雅苑,"22.4407005,114.1664124",0.0678
2126,Kings Building&景賜大廈,"22.2868462,114.1330872",0.2592
2127,Sunshine Grove&晴碧花園,"22.3845825,114.2032318",0.0475
2128,Crystal Mansion&晶苑,"22.3436356,114.1764221",0.2237
2129,King Fai Building&景輝大廈,"22.2786789,114.2299042",0.1414
2130,Kingsfield Tower&景輝大廈,"22.2851925,114.1379242",0.0277
2131,King Fai Court&景輝閣,"22.3265705,114.1627197",0.0791
2132,Panorama Gardens&景雅花園,"22.2827168,114.14604950000002",0.1175
2133,Hillsborough Court&曉峰閣,"22.2757282,114.15221409999998",0.1021
2134,Hillville Terrace&曉暉華庭,"22.3198586,114.186615",0.0403
2135,Hillview Court&曉嵐閣,"22.3369865,114.2395935",1.3424
2136,High Park&曉珀,"22.3267021,114.1682587",0.0958
2137,HighCliff&曉廬,"22.2653732,114.1832275",0.0974
2138,High Park Grand&曉珀‧御,"22.3263969,114.1700363",0.0704
2139,High One&曉悅,"22.3388348,114.1528854",0.0791
2140,Hiu Ming Court&曉明閣,"22.3176823,114.2306519",0.1943
2141,Sunglow Building&曉暉大廈,"22.2860985,114.1323013",0.2642
2142,Scenic View&曉暉花園,"22.3374043,114.2152481",0.2347
2143,Springdale Garden&暉曜花園,"22.4570961,114.2141418",0.9544
2144,Greenwood Villas&曉峰居,"22.3447895,114.1380844",0.2994
2145,Chong Yuen&暢園,"22.2863045,114.1439285",0.1265
2146,Mountain Shore&曉峰灣畔,"22.4106445,114.2225189",0.0548
2147,Hiu Kwong Court&曉光閣,"22.3178349,114.2308426",0.1948
2148,Greenwood Regency&曉峰豪園,"22.3437233,114.13813020000002",0.2053
2149,Hill Court&曉山閣,"22.2855587,114.134903",0.0774
2150,Mount East&曉峯,"22.2895126,114.1989059",0.0506
2151,Mount Haven&曉峰園,"22.3539219,114.0974274",0.1136
2152,High One Grand&曉盈,"22.3337421,114.1606445",0.1074
2153,High Place&曉薈,"22.3303356,114.1926117",0.1622
2154,High West&曉譽,"22.2850399,114.1368179",0.0834
2155,Pristine Villa&曉翠山莊,"22.3825188,114.1825104",0.651
2156,Houston Court&曉順閣,"22.2826271,114.1299744",0.1546
2157,Hiu Tsui Court&曉翠苑,"22.2643776,114.2481689",0.0811
2158,Greenery Court&曉翠閣,"22.3260384,114.16996770000002",0.0673
2159,Hiu Wah Building&曉華大廈,"22.3173218,114.2308273",0.1599
2160,Hillview Garden&曉華花園,"22.4493256,114.0932388",2.0757
2161,Hiu Lai Court&曉麗苑,"22.319479,114.2294235",0.1159
2162,Yuet Ming Building&月明樓,"22.2877808,114.1926575",0.1747
2163,Park Haven&曦巒,"22.277496300000006,114.18738559999998",0.1266
2164,Manhattan Hill&曼克頓山,"22.3348331,114.1423035",0.0342
2165,Yuet Bor Building&月波樓,"22.3603249,114.1270065",0.1013
2166,Convention Plaza Apartments&會景閣,"22.2808113,114.1721497",0.0523
2167,Moon Villa&月中閣,"22.3295803,114.1735001",0.1755
2168,Yuet Yuen Building&月圓大廈,"22.320179,114.1667633",0.2035
2169,Moonway Mansion&月威大廈,"22.313839,114.22859950000002",0.1264
2170,Yau Nam Mansion&有男樓,"22.3286552,114.1624298",0.2459
2171,Crystal Park&朗景臺,"22.4412251,114.0244598",0.1858
2172,The Spectra&朗屏8號,"22.4480915,114.0266495",0.2191
2173,Grand Del Sol&朗晴居,"22.440443,114.0329895",0.1029
2174,Long Ping Estate&朗屏邨,"22.450655,114.0229797",0.1299
2175,The Cairnhill&朗逸峯,"22.3846741,114.1099167",0.7284
2176,Symphony Garden&朗峰園,"22.4329605,113.9985733",0.0923
2177,Legend Court&朗廷軒,"22.3167057,114.1727524",0.0807
2178,Villa Premier&朗怡居,"22.4401875,114.0342331",0.1098
2179,Horizon Place&月海灣,"22.3613911,114.1236572",0.0914
2180,Yau Lee Building&有利大樓,"22.3155193,114.2223816",0.0605
2181,Yuet Yiu Building&月耀樓,"22.315752,114.2251892",0.1165
2182,Yau Lee Building&有利樓,"22.3143501,114.1672287",0.2065
2183,Lunar Building&月華大廈,"22.2773037,114.1832047",0.0901
2184,Mascot House&有成大樓,"22.3219128,114.1690369",0.0452
2185,Yuet Wah Mansion&月華樓,"22.3130302,114.2277908",0.1471
2186,Crescent Heights&月陶居,"22.2679424,114.1813278",0.2718
2187,Mercantile House&有利大廈,"22.3031197,114.1720428",0.0615
2188,Villa Sunshine&朗逸豪園,"22.4430103,114.0147018",0.3782
2189,Li Chit Garden&李節花園,"22.2770233,114.16961670000002",0.0656
2190,Mong Lung House&望隆大廈,"22.2782421,114.2299042",0.0948
2191,Lei Cheng Uk Estate&李鄭屋邨,"22.3388348,114.1596069",0.086
2192,Chiu Kwong Mansion&朝光樓,"22.2870693,114.13979340000002",0.1936
2193,Hatton Place&杏彤苑,"22.2800045,114.1388931",0.2569
2194,Chiu Nan Building&朝南樓,"22.3275909,114.1630249",0.1948
2195,Merlin Garden&木蘭苑,"22.2871857,114.192009",0.1114
2196,Hang Tsui Court&杏翠苑,"22.267183300000006,114.2414474",0.0564
2197,Tung Wui Building&東匯大廈,"22.300752600000006,114.1746597",0.1422
