,house_name,lat_lon,shopping center
336,Tung Fook Mansion&同福樓,"22.3108158,114.1691818",2.286952297995923e-05
337,Tung Hing Mansion&同興樓,"22.2832146,114.129837",8.710244999661086e-08
338,New Haven&名逸居,"22.3685722,114.1199875",5.315677000066593e-07
339,Conduit Tower&君德閣,"22.279035600000004,114.1508789",1.436895436999056e-05
340,The Masterpiece&名鑄,"22.29776,114.1739044",4.898260999888768e-08
341,Grand Villa&君悅華庭,"22.2857552,114.1910095",7.752387489985477e-06
342,The Legend at Jardines Lookout&名門,"22.2752647,114.1950073",9.159408777994509e-05
343,Grand Garden&君悅軒,"22.2799702,114.2247543",7.144760200000631e-06
344,Southward Mansion&向南樓,"22.28438,114.1921005",1.6472765249993765e-05
345,The Grandiose&君傲灣,"22.3090267,114.2616196",6.777799999403966e-09
346,Sea Panorama Court&君凱豪庭,"22.3386402,114.1528854",1.3820653599988368e-05
347,Harbour Green&君匯港,"22.3177719,114.1602173",1.4540919299970142e-05
348,The Zumurud&君柏,"22.3241787,114.1856308",1.9680892010030003e-05
349,Woosung House&吳淞大樓,"22.305549600000006,114.1700821",3.060605000007633e-05
350,Chau Hop Shing Building&周合成大廈,"22.3718987,114.1183167",7.875808900157334e-07
351,Kennedy Park at Central&君珀,"22.2763519,114.1568222",2.6810703649969626e-05
352,Chaus Building&周氏大廈,"22.372282,114.1168518",3.9865037000521397e-07
353,Carmel on the Hill&君逸山,"22.3138027,114.1792755",5.852762764995914e-05
354,Queen's Park&君逸軒,"22.4474735,114.0960159",1.0589063170015376e-05
355,Parc Palais&君頤峰,"22.3104229,114.176918",5.3602979410068414e-05
356,Wallsend House&和善樓,"22.3197021,114.1869202",1.1527800049991717e-05
357,Welsen Garden&和成花園,"22.4430485,114.0094376",7.930061100998401e-05
358,Luso Apartments&和域臺,"22.3422642,114.1769562",2.4384026179883838e-05
359,Wo Ming Court&和明苑,"22.3157024,114.266861",2.1107853000016375e-06
360,Wo On Building&和安樓,"22.281618100000006,114.1552429",3.4147569999494835e-08
361,Wo Tai Building&和泰樓,"22.499136,114.1419144",1.2217249600018222e-06
362,Provident Centre&和富中心,"22.29212,114.1953201",4.648825330025131e-06
363,Wharf Mansion&和富大樓,"22.2922745,114.1982956",2.5092704329978072e-05
364,The Wharf&和富豪庭,"22.2917004,114.1962891",8.554831650024413e-06
365,Wo Fat Building&和發大廈,"22.2868252,114.1326752",1.6609446499928045e-06
366,The Penland Court&品蘭臺,"22.326149,114.1841354",4.605675034000116e-05
367,Wo Yick Mansion&和益大廈,"22.2870426,114.143219",8.441403200040388e-06
368,Chit Wah Building&哲華樓,"22.4491138,114.1649628",1.559606341005972e-05
369,Wo Shing Building&和盛樓,"22.3719654,114.11734009999998",9.471153799811137e-07
370,Towning Mansion&唐寧大廈,"22.2819061,114.1852875",1.283924680017462e-06
371,Hutchison Estate&和記新村,"22.3681889,114.1348038",3.3202991300172255e-06
372,Wo Fung House&和豐行,"22.3151016,114.1697235",6.408268100042861e-07
373,Wo Fung Court&和豐閣,"22.4981556,114.1422424",8.020871200015821e-07
374,Kai Tai Court&啟泰苑,"22.3283024,114.2106934",1.2695959300031808e-06
375,Karen Court&啟蔭閣,"22.2695122,114.1847839",8.125642728996386e-05
376,Kai Tin Towers&啟田大廈,"22.3085804,114.2340469",3.3598405000225183e-07
377,Richland Garden&啟豐園,"22.3730621,113.9643326",3.862339999301998e-09
378,Kai Fat Building&啟發大廈,"22.2879429,114.1483078",3.1099131089951606e-05
379,Kelford Mansion&啟發大廈,"22.2846222,114.1494064",2.7011802099979206e-06
380,Kailey Court&啟禮閣,"22.2857609,114.192749",2.756858000041768e-07
381,Kai Yee Court&啟義閣,"22.3080692,114.1691818",5.398850097998245e-05
382,Tong Ming Court&唐明苑,"22.3090611,114.25666809999998",4.021782980027029e-06
383,Kai San Mansion&啟新大廈,"22.3350792,114.194725",8.96074945001419e-06
384,Tong Mei House&唐美大樓,"22.3250122,114.1645813",7.539164320017457e-06
385,Kai Ming Mansion&啟明大樓,"22.3137207,114.1880798",4.085929949003898e-05
386,Kenthill Mansion&啟協大廈,"22.291708,114.2000275",7.869361999573167e-08
387,Kisland Villa&啟欣軒,"22.4344254,114.0120697",0.00019688827828000786
388,Kai Tak House&啟德樓,"22.3164024,114.2265778",1.0543365159992622e-05
389,Kai Tak Garden&啟德花園,"22.3379192,114.1943741",3.8799080000036384e-08
390,Kai Chi Building&啟志樓,"22.3724766,114.1152039",8.988674600167204e-07
391,Kensington Mansion&啟成大廈,"22.2871456,114.140892",9.142883999998996e-07
392,Kai Yin Mansion&啟賢大廈,"22.3186245,114.1716385",1.6111538600039726e-06
393,Ka Fung Mansion&喜峰大廈,"22.3233719,114.166069",4.0153178000327386e-07
394,Kai Wan Building&啟運大廈,"22.3218269,114.1702728",1.8778738500075488e-06
395,Hey Yuet House&喜悅樓,"22.37607,114.1778183",7.0062326499857576e-06
396,Kai Wan Mansion&啟運大廈,"22.3190956,114.1669922",7.482173800116561e-07
397,Hilmanway Mansion&喜滿懷大廈,"22.3037987,114.1688156",2.5547793209963334e-05
398,La Salle Court&喇沙閣,"22.3287067,114.1827621",9.061149843997592e-05
399,Harilela House&喜利大廈,"22.2974586,114.1719131",1.6939299999771382e-07
400,Healey Building&喜利大廈,"22.444816600000006,114.0254822",4.1552200002650894e-08
401,Hey Home&喜居,"22.3273315,114.1607971",1.3504792049998737e-05
402,Heya Aqua&喜漾,"22.336998,114.1603317",2.27664013600102e-05
403,Ka Shun House&嘉信樓,"22.305275,114.1722412",6.364708999953795e-08
404,93 Pau Chung Street&喜築,"22.3208447,114.1895447",6.835428000117056e-08
405,Woodlands Terrace&嘉倫軒,"22.281948100000005,114.1507416",7.828398169974351e-06
406,Heya Crystal&喜薈,"22.339138,114.15541840000002",4.530734049964553e-06
407,Karin Court&嘉倫閣,"22.3183689,114.1682663",1.3516436000015687e-07
408,Ming Fung Court&嗚鳳閣,"22.3439827,114.1968613",4.5626529799984165e-06
409,Grand Promenade&嘉亨灣,"22.2847805,114.2246246",2.531367553002534e-05
410,Kar Shun Building&嘉信大廈,"22.3148479,114.187294",5.5111732090026026e-05
411,Jade Field Garden&嘉和園,"22.3262882,114.2148285",3.8921569000225737e-07
412,Kar Shing Building&嘉城大廈,"22.442743300000004,114.0272522",4.951699998016482e-10
413,Ka Wo Building&嘉和大廈,"22.2487469,114.1490784",1.4440770500075e-05
414,Grand Excelsior&嘉多利豪園,"22.3240261,114.177887",3.169105951991135e-05
415,Ka Woo Building&嘉和大廈,"22.3050671,114.16996770000002",2.70570626099255e-05
416,Ka Ho Building&嘉好樓,"22.4433422,114.0274963",3.5267235999666267e-07
417,Ka Wo Garden&嘉和海景別墅,"22.3691082,113.9963608",2.2193894499999156e-05
418,Glory Heights&嘉和苑,"22.2830906,114.1411743",2.4662854329989567e-05
419,Kai Hei Land Building&嘉喜利大廈,"22.3884792,113.9800186",5.088907699945985e-07
420,Kellie Mansion&嘉喜大廈,"22.3465672,114.2025681",6.861325450000107e-06
421,Casio Mansion&嘉兆大廈,"22.2805023,114.2249756",3.6962329998757535e-07
422,Ka Lee Building&嘉利大廈,"22.3249741,114.1667633",5.397610409995413e-06
423,The Grand Panorama&嘉兆臺,"22.279792800000006,114.152565",4.738369039976071e-06
424,Gold Caryon Court&嘉利閣,"22.3298645,114.1600723",1.1123802100020781e-06
425,Kensington Green&嘉兆軒,"22.4973717,114.1381073",2.0242872180038553e-05
426,Ka Wui Building&嘉匯大廈,"22.3288956,114.1663666",2.4952593380080465e-05
427,Ka Chuen House&嘉全樓,"22.3766003,114.1780472",5.891100009965558e-06
428,Carmine Court&嘉利園,"22.4416199,114.0434341",5.429562639992091e-06
429,Garley Building&嘉利大廈,"22.2824554,114.1526871",1.221369770008668e-06
430,Galloway Mansion&嘉威大廈,"22.326746,114.1671371",1.7070208720014173e-05
431,Ka On Building&嘉安大樓,"22.3364162,114.14835359999998",1.0750994600105812e-06
432,Ka Wai Building&嘉威大廈,"22.2922955,114.200943",5.309329999851161e-08
433,Kar On House&嘉安苑,"22.2894173,114.1960907",9.84775634001347e-06
434,Cartwright Garden&嘉威花園,"22.2838078,114.1465225",5.8130561769856965e-05
435,Grand Tower&嘉宏中心,"22.4977512,114.1426697",4.929174900012448e-07
436,Galway Court&嘉威閣,"22.2754974,114.1733551",2.913953059973892e-06
437,Ka Wai Court&嘉威閣,"22.3188496,114.1887283",1.0148474570011767e-05
438,Ka On Building&嘉安大廈,"22.2833176,114.1275482",2.0021513000385283e-07
439,Garfull Building&嘉富大廈,"22.3201332,114.1676025",3.6083561000309406e-07
440,Everwin Mansion&嘉寧大廈,"22.2769642,114.1699905",7.968148900008182e-06
441,Ka Fu Building&嘉富大廈,"22.2833977,114.1276703",3.2966333000374453e-07
442,Ka Ning Mansion&嘉寧大廈,"22.2472649,114.1571503",5.355385849994614e-06
443,Garning Court&嘉寧閣,"22.3357811,114.1604462",1.2886869220000208e-05
444,Kar Fu Building&嘉富大廈,"22.2925301,114.2022018",1.6733135700036603e-06
445,Ka Fu Mansion&嘉富樓,"22.3302498,114.1880341",3.7507089999178056e-08
446,Prosperous Height&嘉富臺,"22.2824173,114.1460037",7.507772612000635e-05
447,Clovelly Court&嘉富麗苑,"22.2742138,114.1532288",6.436059188003534e-05
448,Garble Garden&嘉寶園,"22.2808647,114.1504059",1.0543912100018369e-05
449,Kingsford Terrace&嘉峰臺,"22.3405609,114.2111511",5.63137495400655e-05
450,Carbo Mansion&嘉寶大廈,"22.2855968,114.1501236",1.4441846899906384e-06
451,The Colonnade&嘉崙臺,"22.2681236,114.1895905",0.0001491938158099373
452,Carlton Building&嘉寶大廈,"22.3012276,114.1733093",1.5370183999930243e-07
453,Catalina Mansions&嘉年大廈,"22.274702100000006,114.1612396",3.1312065599957176e-05
454,Ka Bo Building&嘉寶大廈,"22.2911053,114.19797520000002",2.0655759290174773e-05
455,Ka Po Mansion&嘉寶大廈,"22.2887344,114.1935577",8.092106500031924e-07
456,Kar Po Mansion&嘉寶大廈,"22.3683376,114.1335754",5.153354320003129e-06
457,Ka Po House&嘉寶樓,"22.3230553,114.1664886",2.321880999958947e-07
458,Caravan Court&嘉年華閣,"22.2830029,114.1494827",1.7984178500046517e-05
459,Ka Yee Court&嘉怡閣,"22.279991100000004,114.1515198",7.118102449965695e-06
460,Ka Keung Court&嘉強苑,"22.3415279,114.1846695",2.046570376002902e-05
461,TWIN PEAKS&嘉悅,"22.3046589,114.2609177",2.416377999907832e-08
462,Asiarich Court&嘉彩閣,"22.281702,114.1532593",7.604628999803043e-08
463,The Sea Crest&嘉悅半島,"22.3822575,113.9725113",3.723870739966782e-06
464,Ka Keng Court&嘉徑苑,"22.3642559,114.174057",4.658717520048045e-06
465,The Great Hill&嘉御山,"22.3791256,114.1807709",2.2081642649961175e-05
466,Kadak Building&嘉德大廈,"22.323061,114.1707382",2.5178027300129467e-06
467,Ka Yee Mansion&嘉怡大廈,"22.3237762,114.1657867",1.1860363600044907e-06
468,Carrie Court&嘉景樓,"22.3189716,114.1782837",4.914441337984916e-05
469,Carlton Court&嘉朗豪庭,"22.3096275,114.1873627",5.0039165800122134e-06
470,Corona Tower&嘉景臺,"22.282112100000006,114.1516953",3.5097016999994717e-06
471,Hirams Villa&嘉林別墅,"22.3420925,114.2567749",9.476834865984488e-05
472,Gardenview Height&嘉景臺,"22.2747326,114.1945343",8.92516310499616e-05
473,Kalam Court&嘉林閣,"22.3283749,114.1862488",3.367429650009311e-06
474,Grandview Garden&嘉景花園,"22.3205395,114.188591",2.7512946500024895e-06
475,Gallant Garden Mansion&嘉景花園大廈,"22.3156853,114.1750793",9.928707369920414e-06
476,Kar King Mansion&嘉景軒,"22.3073101,114.18367",1.0629717609923137e-05
477,Monterey Villas&嘉暉花園,"22.2830677,114.0413666",8.248556659979924e-06
478,Kar Hing Building&嘉慶樓,"22.3027573,114.2269821",9.591937699999485e-06
479,Kelvin Garden&嘉明園,"22.3278847,114.1861801",3.087551700007904e-06
480,Garden Heights&嘉慶苑,"22.3261566,114.1695633",1.6374863620073596e-05
481,Ka Ming Building&嘉明大廈,"22.2825508,114.1289291",1.7976500004113279e-09
482,Ka Sing Building&嘉成大廈,"22.3046608,114.1689453",3.126354568000584e-05
483,Ka Yee Building&嘉易大廈,"22.2772846,114.1741943",2.367898100009567e-07
484,Kar Man Court&嘉文樓,"22.2892246,114.1961517",1.0854665530024579e-05
485,Carmens Garden&嘉文花園,"22.3053055,114.1729279",2.0742221000259987e-07
486,Carson Mansion&嘉新大廈,"22.3011417,114.1748199",1.0243097000043604e-06
487,Carson Mansion&嘉新大樓,"22.3727474,114.1161118",4.500000083858595e-13
488,Rockford Mansion&嘉柏園,"22.3430138,114.1824417",1.7425083850017617e-05
489,Carlos Court&嘉樂園,"22.3269653,114.1837158",5.822992557001384e-05
490,H & S Building&嘉柏大廈,"42.5475388,-71.2785568",0.0002897545346002054
491,Carolina Gardens&嘉樂園,"22.2667141,114.1672516",8.600039876000907e-05
492,Carprio Mansion&嘉業大廈,"22.3221302,114.1684799",3.1757625000650666e-07
493,Gala Garden&嘉樂園,"22.2901306,114.1978683",2.0599737849991864e-05
494,Ka Wing Building&嘉榮大廈,"22.329895,114.1656952",1.1786704000302152e-07
495,Claymore Lodge&嘉樂居,"22.268219,114.185524",0.00010966618298002197
496,Seaview Building&嘉洋大廈,"22.291399,114.195282",3.5290384000321428e-06
497,Ga Lok House&嘉樂樓,"22.3278236,114.18738559999998",3.276141200198635e-07
498,Kingswood Villas&嘉湖山莊,"22.457983,113.9991531",1.6078234499972076e-06
499,Cameron House&嘉樂苑,"22.2702236,114.1679459",3.575471169996351e-05
500,Imperial Garden&嘉爵園,"22.3263111,114.1755676",2.0268985999922453e-05
501,Clifton Tower&嘉樂苑,"22.3105145,114.1716385",2.1216058000002053e-05
502,Crowfields Court&嘉樂閣,"22.3122234,114.17988590000002",7.25371884497152e-05
503,Cathay Garden&嘉泰大廈,"22.2677402,114.1852493",0.00011761822860998484
504,Agatha House&嘉泰大樓,"22.3068619,114.1702042",1.1659912999905674e-07
505,Charming Court&嘉盛閣,"22.286644,114.1424255",1.2232002500048936e-06
506,Cornwall Court&嘉禾大廈,"22.3197823,114.1689911",5.77800900005639e-07
507,Carpi Villa&嘉碧峰,"22.4446182,114.0178604",1.5118500559978222e-05
508,Grammy Centre&嘉美中心,"22.3300037,114.1578903",5.220586609991311e-06
509,Godfrey Centre&嘉福中心,"22.3259487,114.1634903",6.930580000823957e-09
510,Ka Fook Building&嘉福大廈,"22.2787094,114.226532",5.42520658000422e-06
511,Comfort Court&嘉福閣,"22.33041,114.187851",5.6057779999879365e-08
512,Gar Fook Court&嘉福閣,"22.3313923,114.1868744",9.58974532100597e-05
513,Kar Tseuk Building&嘉爵大廈,"22.3241119,114.17057040000002",3.902092239958771e-06
514,The Palace&嘉皇臺,"22.3377266,114.173996",4.829107999997381e-07
515,The Caldecott&嘉珀山,"22.3448353,114.1497192",8.797311400999356e-05
516,Emerald Garden&嘉瑜園,"22.2789993,114.1316986",2.4644104250035176e-05
517,Ka Shing Court&嘉盛苑,"22.4928684,114.1338882",2.122039400011596e-06
518,Ka Tin Building&嘉田大廈,"22.3164883,114.1748886",8.935523599978403e-06
519,Ka Tin Court&嘉田苑,"22.3602104,114.1725159",1.1943791459993293e-05
520,Carlton Mansion&嘉登大廈,"22.3248043,114.1860809",1.9612676360059463e-05
521,Kar Fat Building&嘉發樓,"22.3286953,114.1884995",1.5282147400032193e-06
522,Claymore Garden&嘉美花園,"22.4018764,114.1960373",3.6545874249928036e-05
523,Carnarvon Mansion&嘉芬大廈,"22.2982197,114.1733093",2.1470490000494662e-07
524,Beverly Court&嘉美閣,"22.2725849,114.1763306",2.413148657004334e-05
525,Castle Villa&嘉苑,"22.2816944,114.1508789",7.0413015700180225e-06
526,Clifford Mansion&嘉翠園,"22.3428822,114.1827164",1.7405096740018692e-05
527,Grampian Crest&嘉苑,"22.330101000000006,114.1862259",7.695759529013353e-05
528,Greenknoll Court&嘉翠園,"22.3609562,114.1362991",1.9734055399967828e-05
529,Ka Hing Building&嘉興大廈,"22.291963600000006,114.1975098",3.4107969999766775e-07
530,Ka Hing Court&嘉興閣,"22.325243,114.1730804",1.0818596000317214e-07
531,Greenville Gardens&嘉苑,"22.2709084,114.1777115",4.1933086210017396e-05
532,La Costa&嘉華星濤灣,"22.4135132,114.2229691",1.100290279992332e-06
533,Park Rise&嘉苑,"22.2759552,114.156868",2.2137489040017525e-05
534,Kar Wa Building&嘉華樓,"22.3032951,114.2274017",6.042178899999319e-06
535,Princess Court&嘉苑,"22.3192902,114.17986299999998",7.214321320965008e-05
536,Kar Wah Building&嘉華樓,"22.3278885,114.1668091",2.69706475700006e-05
537,Carnival Mansion&嘉華大廈,"22.3023872,114.1750793",1.2043915300114386e-06
538,Carol Mansion&嘉華大廈,"22.283693300000003,114.1420517",2.1089553859970722e-05
539,Ka Wah Building&嘉華大廈,"22.3470554,114.20280459999998",6.4773457999338805e-06
540,Kar Wah Building&嘉華大廈,"22.395504000000006,113.97739409999998",2.170879998351336e-09
541,Kava Mansion&嘉華洋樓,"22.2900124,114.1973038",1.6146843920030755e-05
542,Ka Yue Building&嘉裕樓,"22.2879486,114.14604950000002",3.103843145026139e-05
543,Ka Wah Court&嘉華閣,"22.3268871,114.1869659",1.4176080199979517e-06
544,K. Y. Mansion&嘉裕閣,"22.2721653,114.1770782",2.7272572730009115e-05
545,J Residence&嘉薈軒,"22.2762413,114.1711273",2.538090730004486e-06
546,Ka Fung Building&嘉豐大廈,"22.2869644,114.1489716",5.456628499994651e-07
547,Scala Mansion&嘉蘭大廈,"22.2909775,114.2015533",6.408170600017468e-07
548,Grand Court&嘉蘭閣,"22.267965300000004,114.1843643",0.00010830170751990767
549,Ka Yue Building&嘉裕大廈,"22.2806396,114.2228622",7.944198760001178e-06
550,City Regalia&嘉裕居,"22.3288593,114.1594009",4.5698930500077386e-06
551,88 Square&88 廣場,"22.448223100000003,114.1665192",5.017806799985808e-07
552,Parc 22&22 居,"22.3240108,114.1895905",4.267781569997457e-06
553,Sam Yuen Building&三元大廈,"22.2782135,114.1749344",3.859644819975489e-06
554,Sheung Shui Centre&上水中心,"22.5010815,114.1297455",8.332733000402134e-08
555,Sam Way Mansion&三匯大廈,"22.2865162,114.1325531",1.190687239995938e-06
556,Sheungshui Town Center&上水名都,"22.5006313,114.1315842",3.0101156000302387e-07
557,Sam Wo Building&三和樓,"22.3714809,114.1180649",8.381798900027398e-07
558,Shanghai Building&上海大廈,"22.321146,114.1679459",2.605437250000389e-06
559,Samtoh Building&三多大樓,"22.2867184,114.139679",2.301912519982948e-06
560,Sam Ying Building&三英大廈,"22.3283901,114.1666718",3.0707337050077385e-05
561,Serenade&上林,"22.2769241,114.1953812",7.622357130007352e-05
562,i‧UniQ Grand&i‧UniQ譽‧東,"22.2809982,114.2234802",1.18849147200201e-05
563,The Pierre&No.1 加冕臺,"22.2823544,114.1514587",4.6723828499680006e-06
